  0.0001
 0.10000000E+01  0.42040354E+00 -0.14464113E+02
 0.15382277E+01 -0.28504630E+00 -0.22311509E+02
 0.21918985E+01 -0.95884104E+00 -0.29963956E+02
 0.29610123E+01 -0.16032316E+01 -0.36674418E+02
 0.38455692E+01 -0.22188058E+01 -0.42741491E+02
 0.48455692E+01 -0.28068166E+01 -0.48317335E+02
 0.59610123E+01 -0.33689615E+01 -0.53496787E+02
 0.71918984E+01 -0.39067869E+01 -0.58339966E+02
 0.85382277E+01 -0.44219401E+01 -0.62893807E+02
 0.10000000E+02 -0.49161020E+01 -0.67196569E+02
 0.14207095E+02 -0.60821783E+01 -0.77138185E+02
 0.19905339E+02 -0.72865824E+01 -0.87164030E+02
 0.26562170E+02 -0.83811187E+01 -0.96105827E+02
 0.34177470E+02 -0.93849714E+01 -0.10418251E+03
 0.42751459E+02 -0.10312581E+02 -0.11155352E+03
 0.52284035E+02 -0.11174738E+02 -0.11833912E+03
 0.62775197E+02 -0.11980789E+02 -0.12462094E+03
 0.74224773E+02 -0.12738304E+02 -0.13047712E+03
 0.86633093E+02 -0.13452763E+02 -0.13596295E+03
 0.10000000E+03 -0.14128271E+02 -0.14112086E+03
 0.14248481E+03 -0.15861668E+02 -0.15571437E+03
 0.19948738E+03 -0.17563747E+02 -0.16843073E+03
 0.26606177E+03 -0.19070252E+02 -0.17955477E+03
 0.34220190E+03 -0.20421500E+02 -0.18944045E+03
 0.42791473E+03 -0.21649508E+02 -0.19834817E+03
 0.52319243E+03 -0.22774600E+02 -0.20645185E+03
 0.62804370E+03 -0.23814702E+02 -0.21389199E+03
 0.74245895E+03 -0.24781459E+02 -0.22076792E+03
 0.86644277E+03 -0.25684448E+02 -0.22715809E+03
 0.10000015E+04 -0.26531419E+02 -0.23312614E+03
 0.13218387E+04 -0.28209906E+02 -0.24483914E+03
 0.18860433E+04 -0.30391165E+02 -0.25995314E+03
 0.25502500E+04 -0.32285111E+02 -0.27293312E+03
 0.33144661E+04 -0.33956225E+02 -0.28430020E+03
 0.41787045E+04 -0.35456647E+02 -0.29442217E+03
 0.51429408E+04 -0.36818261E+02 -0.30354464E+03
 0.62071865E+04 -0.38064646E+02 -0.31184636E+03
 0.73714416E+04 -0.39213798E+02 -0.31946267E+03
 0.86357247E+04 -0.40279833E+02 -0.32649742E+03
 0.10000000E+05 -0.41274007E+02 -0.33303321E+03
  0.0002
 0.10000000E+01 -0.35088110E+00 -0.11397102E+02
 0.15382277E+01 -0.84220798E+00 -0.15112046E+02
 0.21918985E+01 -0.13118181E+01 -0.19219781E+02
 0.29610123E+01 -0.17587987E+01 -0.22976196E+02
 0.38455692E+01 -0.21833121E+01 -0.26444103E+02
 0.48455692E+01 -0.25865654E+01 -0.29667560E+02
 0.59610123E+01 -0.29698219E+01 -0.32678703E+02
 0.71918984E+01 -0.33346158E+01 -0.35504612E+02
 0.85382277E+01 -0.36824227E+01 -0.38166722E+02
 0.10000000E+02 -0.40146464E+01 -0.40684654E+02
 0.14207095E+02 -0.47930600E+01 -0.46486300E+02
 0.19905339E+02 -0.55903243E+01 -0.52325106E+02
 0.26562170E+02 -0.63093186E+01 -0.57505147E+02
 0.34177470E+02 -0.69644553E+01 -0.62163171E+02
 0.42751459E+02 -0.75664525E+01 -0.66399954E+02
 0.52284035E+02 -0.81233061E+01 -0.70281789E+02
 0.62775197E+02 -0.86417024E+01 -0.73865159E+02
 0.74224773E+02 -0.91269584E+01 -0.77193763E+02
 0.86633093E+02 -0.95830529E+01 -0.80301490E+02
 0.10000000E+03 -0.10013029E+02 -0.83214204E+02
 0.14248481E+03 -0.11102144E+02 -0.90452588E+02
 0.19948738E+03 -0.12172125E+02 -0.97528658E+02
 0.26606177E+03 -0.13113486E+02 -0.10367812E+03
 0.34220190E+03 -0.13953862E+02 -0.10911441E+03
 0.42791473E+03 -0.14714241E+02 -0.11398737E+03
 0.52319243E+03 -0.15408389E+02 -0.11840162E+03
 0.62804370E+03 -0.16047867E+02 -0.12243804E+03
 0.74245895E+03 -0.16640539E+02 -0.12615489E+03
 0.86644277E+03 -0.17192723E+02 -0.12959913E+03
 0.10000015E+04 -0.17709534E+02 -0.13280734E+03
 0.13218387E+04 -0.18727929E+02 -0.13894461E+03
 0.18860433E+04 -0.20047749E+02 -0.14698653E+03
