  0.000288
 0.19993960E+01 -0.50514327E+04  0.14047654E+05
 0.30765160E+01 -0.62182847E+04  0.17939293E+05
 0.43848360E+01 -0.73299394E+04  0.20704163E+05
 0.59194890E+01 -0.83559709E+04  0.22875332E+05
 0.76895290E+01 -0.92842423E+04  0.24629536E+05
 0.96907690E+01 -0.10124599E+05  0.26085528E+05
 0.11923209E+02 -0.10885776E+05  0.27317878E+05
 0.14386849E+02 -0.11581130E+05  0.28378374E+05
 0.17073424E+02 -0.12217440E+05  0.29304826E+05
 0.19998784E+02 -0.12812018E+05  0.30149502E+05
  0.000355
 0.19993960E+01 -0.39713940E+04  0.10855959E+05
 0.30765160E+01 -0.48735577E+04  0.13767309E+05
 0.43848360E+01 -0.57244048E+04  0.15819463E+05
 0.59194890E+01 -0.65060763E+04  0.17422200E+05
 0.76895290E+01 -0.72113153E+04  0.18711193E+05
 0.96907690E+01 -0.78468795E+04  0.19776623E+05
 0.11923209E+02 -0.84209498E+04  0.20675385E+05
 0.14386849E+02 -0.89439821E+04  0.21446495E+05
 0.17073424E+02 -0.94222051E+04  0.22118453E+05
 0.19998784E+02 -0.98693048E+04  0.22730561E+05
  0.0005
 0.19993960E+01 -0.26746520E+04  0.71065213E+04
 0.30765160E+01 -0.32647355E+04  0.89093979E+04
 0.43848360E+01 -0.38130977E+04  0.10163453E+05
 0.59194890E+01 -0.43127101E+04  0.11133482E+05
 0.76895290E+01 -0.47604262E+04  0.11907339E+05
 0.96907690E+01 -0.51618088E+04  0.12542740E+05
 0.11923209E+02 -0.55230340E+04  0.13075569E+05
 0.14386849E+02 -0.58507202E+04  0.13530159E+05
 0.17073424E+02 -0.61495766E+04  0.13924496E+05
 0.19998784E+02 -0.64284205E+04  0.14283225E+05
  0.00075
 0.19993960E+01 -0.16694754E+04  0.42916283E+04
 0.30765160E+01 -0.20250796E+04  0.53069981E+04
 0.43848360E+01 -0.23496336E+04  0.60015844E+04
 0.59194890E+01 -0.26424389E+04  0.65323431E+04
 0.76895290E+01 -0.29026238E+04  0.69513936E+04
 0.96907690E+01 -0.31344294E+04  0.72924327E+04
